hour,minute,operation_id,train_type,destination,platform,departure_dt,time_iso,stop_stations
16,38,8002002e,特急,京王八王子,３,16:38,2025-09-06T16:38:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T16:38:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T17:19:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T17:21:00+09:00""}]"
16,56,8002002f,特急,京王八王子,３,16:56,2025-09-06T16:56:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T16:56:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T17:40:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T17:42:00+09:00""}]"
17,15,80020030,特急,京王八王子,３,17:15,2025-09-06T17:15:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T17:15:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T17:58:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T18:00:00+09:00""}]"
17,38,80020031,特急,京王八王子,３,17:38,2025-09-06T17:38:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T17:38:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T18:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T18:22:00+09:00""}]"
17,55,80020032,特急,京王八王子,３,17:55,2025-09-06T17:55:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T17:55:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T18:38:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T18:41:00+09:00""}]"
18,16,80020033,特急,京王八王子,３,18:16,2025-09-06T18:16:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T18:16:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T18:58:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T19:00:00+09:00""}]"
18,36,80020034,特急,京王八王子,３,18:36,2025-09-06T18:36:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T18:36:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T19:18:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T19:21:00+09:00""}]"
18,56,80020035,特急,京王八王子,３,18:56,2025-09-06T18:56:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T18:56:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T19:38:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T19:40:00+09:00""}]"
19,16,80020036,特急,京王八王子,３,19:16,2025-09-06T19:16:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T19:16:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T19:58:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T20:00:00+09:00""}]"
19,36,80020037,特急,京王八王子,３,19:36,2025-09-06T19:36:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T19:36:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T20:18:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T20:20:00+09:00""}]"
19,55,80020001,特急,京王八王子,３,19:55,2025-09-06T19:55:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T19:55:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T20:39:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T20:42:00+09:00""}]"
